CompanyNumber,final_news_score,sentiment_direction
15495000,,neutral
14791897,,neutral
15514948,,neutral
10779246,,neutral
13660322,,neutral
4000440,,neutral
4199438,,neutral
5439836,,positive
10616569,,neutral
15488312,,neutral
11469138,,neutral
7457503,,neutral
9597035,,neutral
15044567,,neutral
10907988,,neutral
8737680,,neutral
12974276,,neutral
12309661,,neutral
5134480,,neutral
11735661,,neutral
13035682,,neutral
13513700,,neutral
5369470,,neutral
8534386,,neutral
5738116,,neutral
4905831,,neutral
SC508984,,neutral
12586255,14.865595141967702,positive
12761547,,neutral
15797774,,neutral
3163161,,neutral
8035854,,negative
14703518,,neutral
10381302,,neutral
1403586,,neutral
3244114,,neutral
2813773,,neutral
7021648,17.03683628529073,positive
7436799,,neutral
10529158,,neutral
13723253,,neutral
15557253,,neutral
14927321,,neutral
9855119,,neutral
14590033,,neutral
6815367,,neutral
10927417,,neutral
11391349,,neutral
8492212,,neutral
9390901,,neutral
12023233,,neutral
4122910,,neutral
3844242,,neutral
4268081,,neutral
14520854,,neutral
13544269,,neutral
4042952,,neutral
5783740,,neutral
15688932,,neutral
12747026,,neutral
9319842,,neutral
11703440,,neutral
15705272,,neutral
9217931,,neutral
4800487,,neutral
7943966,,neutral
1610557,,neutral
12451842,,negative
15705757,,neutral
11503945,,neutral
8224982,,neutral
15041674,,neutral
8937285,,neutral
5472730,,neutral
13035248,,neutral
11309578,,neutral
8702291,,neutral
6861921,,neutral
13066950,,neutral
12244765,,neutral
12299521,,neutral
13191487,,neutral
8728001,,neutral
13330042,,neutral
15127695,,neutral
8286098,,neutral
10598143,,neutral
14806948,,neutral
7083156,,neutral
15531917,,neutral
1590198,,neutral
SC693813,,neutral
15661248,,neutral
9185234,,neutral
15290310,,neutral
14738113,,neutral
8097233,,neutral
15635891,,neutral
12265092,,neutral
973419,,neutral
14826290,,neutral
14839737,,neutral
13450211,,neutral
5741174,,neutral
9580399,,neutral
5983370,,neutral
13935311,,neutral
14658224,,neutral
4965106,,neutral
4332397,,neutral
6608184,,neutral
8222228,,neutral
3426700,,neutral
13481770,,neutral
5184615,,neutral
15494090,,neutral
15738360,,neutral
9893877,,neutral
4912102,,neutral
15938385,,neutral
14706149,,neutral
15805269,,neutral
10479849,,neutral
14736349,,neutral
SC202445,,neutral
8749430,,neutral
14218967,,neutral
4601683,13.016262666581662,neutral
9401855,,neutral
15256693,,neutral
14464102,,neutral
12382441,,neutral
9319292,,neutral
10412549,,neutral
14036327,,neutral
11955218,,neutral
7820845,,neutral
SC175303,,neutral
8787902,,neutral
15250554,,neutral
2114643,13.843977782577578,neutral
2503128,,neutral
5247390,,positive
SC381912,,neutral
14447054,,neutral
14009333,,neutral
15736942,,neutral
12300775,,neutral
6462199,,neutral
2226048,,neutral
15137966,,neutral
15031155,,neutral
6597927,16.047953482704635,negative
7047136,,neutral
10536441,,neutral
6531003,,neutral
15733081,13.514938671314052,positive
7520190,,neutral
8199739,,neutral
5880140,,neutral
13980715,,neutral
NI695138,,neutral
SC756592,,neutral
7589626,,neutral
3914760,,neutral
12414917,,neutral
15559074,,neutral
12733279,12.647243553124229,neutral
8924939,,neutral
10773774,,neutral
4686045,,neutral
2048463,18.813826533021206,positive
15140909,,neutral
4702666,,neutral
8568365,,neutral
8852280,,neutral
6314436,,neutral
5172367,,neutral
14062020,,neutral
9406965,,neutral
15609833,,neutral
6825054,,neutral
11164110,,neutral
12357206,,neutral
7357783,,neutral
6521173,,neutral
7636468,,neutral
8289965,,neutral
8077485,,neutral
4195216,,neutral
13876366,,neutral
14964680,,neutral
14603955,,neutral
8065476,,neutral
11978588,,neutral
9951165,13.62948206012402,neutral
11896981,,neutral
13220114,,neutral
9290123,,neutral
13663216,,neutral
10994484,,neutral
15538353,,neutral
13955564,,neutral
13036756,,neutral
13100008,,neutral
13497138,,neutral
13315402,,neutral
12871327,,neutral
11735976,,neutral
6684380,,neutral
4590427,,neutral
9586378,,neutral
11672346,,neutral
6500232,,neutral
11726508,,neutral
12016087,,neutral
15525111,,neutral
8091920,,neutral
8525761,,neutral
700087,,neutral
3613866,,neutral
14841280,,neutral
11360273,,neutral
3423747,,neutral
12759647,,neutral
5062890,,neutral
16273718,,neutral
13537199,,neutral
7636143,,neutral
10985632,,neutral
5943197,,neutral
1917849,,neutral
13126727,,neutral
5391916,,neutral
12027849,33.07908871343652,positive
14366842,,neutral
14334269,,neutral
12545742,,neutral
6778060,,neutral
14486928,,neutral
9029457,,neutral
15547956,,neutral
15274712,,neutral
11847308,,neutral
9572990,13.700339384096239,positive
NI682666,,neutral
10757853,,neutral
8077353,,neutral
6852723,,neutral
13574558,,neutral
9535507,,neutral
6414653,,neutral
SC546734,,neutral
1720891,,neutral
13234076,,neutral
16274027,,neutral
14832522,,neutral
12181792,,positive
12568616,,neutral
14437901,,neutral
8929610,,neutral
15764189,,neutral
8540420,,neutral
13592291,,neutral
13526776,,neutral
12674086,,neutral
6564161,,neutral
14723105,13.364794064155467,neutral
15798367,,neutral
6042236,,positive
4789856,,neutral
13917578,,neutral
5835757,,neutral
16059331,,neutral
11516986,25.299132198280837,positive
NI685743,,neutral
12415462,,neutral
12582037,,neutral
13418694,,neutral
14426581,,neutral
4474623,,neutral
12711371,,neutral
15566892,,neutral
7221427,,neutral
SC332381,,neutral
14306495,,neutral
7934736,,neutral
15861852,,neutral
1402330,,neutral
4705611,,neutral
11033107,,neutral
13993873,,neutral
14876252,,neutral
10159467,,neutral
14931586,,neutral
15185285,,neutral
15254980,,neutral
15457572,,neutral
6277824,,neutral
7712383,,neutral
8202864,,neutral
14175215,,neutral
6838234,,neutral
2219882,,neutral
11243127,,neutral
15668760,,neutral
3030501,,neutral
10908931,,neutral
SC437055,,neutral
8321588,,neutral
15461217,,neutral
12124525,,neutral
12115644,,neutral
13966052,,neutral
11393244,,neutral
14892739,,neutral
SC531580,,neutral
4412851,,neutral
13690100,,neutral
6938646,55.48106674046202,positive
8141477,,neutral
SC695240,,neutral
12795086,,neutral
13330715,,neutral
4130831,,neutral
13589408,,neutral
5242367,,neutral
7850882,16.207172843655588,positive
15541400,,neutral
15585231,,neutral
11492569,,neutral
8718604,29.077994670051474,neutral
14061300,,neutral
7014427,,neutral
13769852,,neutral
12486837,,neutral
2041873,,positive
5793752,,neutral
SC509968,,neutral
14983515,,neutral
5182165,,neutral
13345175,,neutral
3305545,,neutral
13970379,,neutral
12980761,,neutral
4595358,,neutral
15436226,,neutral
12691529,,neutral
15212754,,neutral
15426426,,neutral
9674818,,neutral
7360791,,neutral
7844483,,neutral
10778331,,neutral
13544397,,neutral
13802320,,neutral
15266502,,neutral
NI641018,,neutral
10261378,,neutral
11842135,,neutral
15608591,,neutral
3289012,,neutral
14240926,,neutral
2406535,,neutral
2787057,,neutral
10558992,,neutral
4569210,,neutral
8457790,,neutral
8845254,,neutral
14191067,,neutral
13412425,,positive
7328311,,neutral
13471411,,neutral
15082602,,neutral
15489941,,positive
14305297,,neutral
14275841,,neutral
11860971,,neutral
11067188,,neutral
15915399,,neutral
SC683821,,neutral
12272828,,neutral
11976515,,neutral
7264663,,neutral
13662133,,neutral
12400360,,neutral
9637122,,neutral
13162392,,neutral
11631168,,neutral
4525688,,neutral
SC785125,,neutral
15082749,,neutral
10353900,,neutral
11719269,,neutral
8864651,,neutral
7015094,,neutral
8873581,,neutral
7507844,,neutral
9436300,,neutral
10275520,,neutral
4029404,,neutral
15474242,,neutral
9460130,,neutral
9259287,,neutral
13154901,,neutral
6404568,,neutral
14323710,,neutral
7538988,,neutral
15121352,,neutral
9395269,,neutral
934459,,neutral
11813051,,neutral
11228883,,neutral
11849672,,neutral
4638051,,neutral
8977015,,positive
4803961,,neutral
5433044,,neutral
749271,,neutral
13326257,,neutral
SC623477,,neutral
2185034,,neutral
8589723,,neutral
7878004,,neutral
15242996,,neutral
10242797,,neutral
12531832,,neutral
16085793,,neutral
14554716,,neutral
14927174,,neutral
15843221,,neutral
10520652,,neutral
8399719,,neutral
2461543,,neutral
11495032,,neutral
11890727,,neutral
12042493,,neutral
NI066075,,neutral
9358242,,neutral
14914368,,neutral
12736284,,neutral
9982547,,neutral
10850899,,neutral
4426564,,neutral
7277726,,neutral
14204780,,neutral
15018567,,neutral
14758611,,neutral
5384466,13.076724167977316,positive
12361461,,neutral
14335192,,neutral
9519039,,neutral
12727874,,neutral
3509952,,neutral
7785594,,neutral
3711691,,neutral
9853789,,neutral
11650112,13.943217844914122,negative
SC505132,,neutral
10031707,,neutral
10784367,,neutral
6657069,,neutral
15087720,,neutral
13165070,,neutral
12296126,,neutral
12463868,,neutral
9996679,,neutral
13612192,,neutral
10940603,,neutral
4255763,,neutral
15729095,,neutral
5676019,,neutral
10729869,,neutral
4641762,,neutral
4655073,,neutral
12688413,,neutral
12652558,,neutral
6362839,30.544964714447005,positive
12546615,,neutral
SC321507,,neutral
4158348,,neutral
8611987,,neutral
12427283,,neutral
8422087,,neutral
6854483,,neutral
12104511,,neutral
15814040,,neutral
1698394,,neutral
10636416,,neutral
8392332,,neutral
15837152,,neutral
8359310,,neutral
NI635921,,neutral
1649342,,neutral
15166628,,neutral
14795048,,neutral
SC559176,,neutral
SC390981,,neutral
12766602,,neutral
8571307,,neutral
425506,,neutral
15603674,,neutral
15578441,,neutral
4008675,,neutral
14966633,,neutral
15015667,,neutral
11370729,,neutral
10101973,,neutral
11092267,,neutral
15322992,,neutral
13300455,,neutral
5176951,,neutral
521609,,neutral
14613673,,neutral
SC255241,,neutral
9677541,,neutral
7611018,,neutral
14344166,,neutral
9819844,,neutral
NI620817,,neutral
15025829,,neutral
13405966,,neutral
11267006,,neutral
14664065,,neutral
4717846,,neutral
13188870,,neutral
SC063200,,neutral
10725466,,neutral
8494858,,neutral
15238172,,neutral
14789777,,neutral
8075945,,neutral
7663345,,neutral
14236918,,neutral
SC286899,,neutral
8368559,,neutral
10194292,,neutral
14527245,,neutral
8491434,,neutral
10552908,,neutral
10345037,,neutral
11879103,,neutral
15423368,,neutral
9884077,,neutral
11192827,,neutral
14044271,,neutral
11869823,,neutral
14175859,,neutral
1218035,,neutral
10946492,,neutral
14040634,,neutral
13621743,,neutral
SC561831,,neutral
11106700,,neutral
7555281,,neutral
8424543,,neutral
13848510,,neutral
14829173,,neutral
12211233,,neutral
5127949,15.733084298795863,positive
12582015,,neutral
1002705,,neutral
4907083,,neutral
15452457,,neutral
9188194,,neutral
12237779,,neutral
14782370,,neutral
12384624,,neutral
13996901,,neutral
14104247,,neutral
13506565,,neutral
6224486,,neutral
12200309,,neutral
8286721,,neutral
4620577,,neutral
13501713,,neutral
13453559,,neutral
13669785,,neutral
10206563,,neutral
3314025,,neutral
SC216573,,neutral
11309499,,neutral
736254,,neutral
15375885,52.136480900206934,positive
7561530,,neutral
11925816,,neutral
8968951,,neutral
12165227,,neutral
10715112,,neutral
5224366,,neutral
8664464,,neutral
15595795,,neutral
11479515,,neutral
10771899,,neutral
6397562,,neutral
NI627859,,neutral
9655916,,neutral
13522872,,neutral
6387954,,neutral
14438391,,neutral
11372355,,neutral
11811639,,neutral
14557734,,neutral
9428885,,neutral
14268835,,neutral
11401808,,neutral
10337044,,neutral
14854859,,neutral
SC814326,16.337377707707745,negative
14856830,,neutral
SC049001,,neutral
5863736,,neutral
11263585,,neutral
4629535,,neutral
8540142,,neutral
7920323,,neutral
11809626,,neutral
547227,,neutral
10368924,,neutral
12880921,,neutral
13145005,,neutral
6360632,,neutral
9910106,,neutral
7215848,,neutral
14815938,,neutral
10455411,,neutral
10243137,,neutral
11952942,,neutral
6748448,,neutral
15000732,,neutral
5981744,,neutral
12759350,,neutral
15736455,,neutral
5064393,,neutral
14367470,,neutral
4205989,,neutral
9567144,,neutral
5680996,,neutral
14863612,,neutral
9936579,,neutral
11553748,,neutral
13617327,,neutral
12768212,,neutral
SC255196,,neutral
7599896,,neutral
10973778,,neutral
13429563,,neutral
4102943,,neutral
9006892,,neutral
SC062710,,neutral
SC439700,,neutral
15264804,,neutral
9508524,,neutral
7678356,,neutral
SC727219,,neutral
9854031,,neutral
11308170,,neutral
5714923,,neutral
8254041,,neutral
11487270,,neutral
11798176,,neutral
1005918,,neutral
11834799,,neutral
11941642,,neutral
1474716,,neutral
15342090,,neutral
11694099,,neutral
10889000,,neutral
NI065949,,neutral
2155447,,neutral
14739367,,neutral
1796576,,neutral
8533995,,neutral
14224740,,neutral
SC811196,,neutral
7880248,,neutral
9922947,,neutral
11785043,,neutral
14715055,,neutral
9376017,,neutral
6923445,,neutral
14084015,,neutral
11533687,,neutral
14737316,,neutral
1997671,,neutral
5882909,,neutral
6857840,,neutral
SC466025,13.815931141214227,negative
NI039544,,neutral
14436054,,neutral
12294488,,neutral
15577310,,neutral
15514939,,neutral
6610816,,neutral
8125196,,neutral
15099499,,neutral
8929375,,neutral
15290109,,neutral
13319824,,neutral
12728409,,neutral
6955428,,neutral
11433349,,neutral
12661546,,neutral
13476610,,neutral
13318150,,neutral
SC762584,,neutral
2118777,,neutral
NI647975,,neutral
11556135,,neutral
10663379,,neutral
8623865,14.092546749138908,positive
1743701,,neutral
10246711,,neutral
9776629,,neutral
12522477,,neutral
2430302,,neutral
13097245,,neutral
7437970,,neutral
6184411,,neutral
15626005,,neutral
5838932,,neutral
7590293,,neutral
15277914,,neutral
11151316,,neutral
11580419,,neutral
2995729,19.11961016084112,positive
15877045,,neutral
8347644,,neutral
12574453,,positive
15114787,,neutral
10466282,,neutral
4511037,,neutral
10738976,,neutral
9826907,,neutral
12069539,,neutral
10159633,,neutral
7895238,,neutral
11178090,,neutral
896405,,neutral
10354939,,neutral
7447407,,neutral
12618195,,neutral
SC798037,,neutral
13951654,,neutral
7722249,,neutral
13471686,,neutral
1606285,,neutral
4162108,,neutral
16110557,,neutral
11729238,,neutral
6231592,,neutral
13074475,,neutral
9039551,,neutral
15064716,,neutral
10267431,,neutral
6140180,,neutral
3878428,,neutral
12795367,,neutral
9271628,,neutral
7393709,,neutral
8681874,,neutral
11133091,,neutral
12884902,,neutral
12755988,11.332839725552915,neutral
9563846,,neutral
4225467,,neutral
6081381,,neutral
11008520,,neutral
NI047986,,neutral
12807574,,neutral
8598988,,neutral
13019036,,neutral
9624588,,neutral
12353294,,neutral
8336643,,neutral
13693747,,neutral
11705015,,neutral
14871220,,neutral
8106113,,neutral
3835701,,neutral
13770539,,neutral
12081519,,neutral
10069568,,neutral
SC719517,13.95849252901692,positive
3580683,,neutral
15483441,,neutral
SC521584,,neutral
7427298,,neutral
15761558,,neutral
15059725,,neutral
12569611,,neutral
15921616,,neutral
10280399,,neutral
14617694,,neutral
14093886,,neutral
SC436449,,neutral
SC659998,,neutral
3232759,,neutral
14124441,,neutral
16021050,,neutral
15457354,,neutral
11268172,,neutral
9757703,,neutral
12679404,,neutral
15902581,,neutral
14208200,,positive
3123876,,neutral
2131240,,neutral
2265501,,neutral
11094516,,neutral
SC342341,,neutral
6982952,,neutral
15323572,,neutral
15129074,,neutral
11305372,,neutral
15371960,,neutral
12509701,,neutral
4044735,,neutral
5423615,,neutral
14371583,,neutral
11432865,,neutral
7954361,,neutral
8553404,,neutral
13440534,,neutral
681404,,neutral
12300583,,neutral
13497488,,neutral
8865029,,positive
12625484,,neutral
13216092,,neutral
11248582,,neutral
9730300,,neutral
1035431,,neutral
12135696,,neutral
13091478,,neutral
15335146,,neutral
9195436,,neutral
13703615,,neutral
15716539,,neutral
13123052,,neutral
9897809,,neutral
10328253,,neutral
13070070,,neutral
13652537,,neutral
1967429,,neutral
SC581176,,neutral
2989788,,neutral
2576210,,neutral
7204075,15.760827658267928,positive
15722918,,neutral
12772742,,neutral
2867725,,neutral
SC373207,,neutral
11555937,,neutral
10839588,,neutral
11433053,,neutral
14412336,14.872797102672253,positive
8063715,,neutral
14019877,13.466582419809756,neutral
12973860,,neutral
2663514,,neutral
7586267,,neutral
11147665,,neutral
7543834,,neutral
7845680,,neutral
10078339,,neutral
14065405,,neutral
9214404,,neutral
9085338,,neutral
15238864,,neutral
15016285,,neutral
9933847,,neutral
13080615,,neutral
14677822,,neutral
6048995,,neutral
14542613,,neutral
12770431,,neutral
14390075,,neutral
7036801,,neutral
13983378,,neutral
4259374,13.315985691090686,negative
13342982,,neutral
14201865,,neutral
10882761,,neutral
15721617,,neutral
6605142,,neutral
9638190,,neutral
12261768,,neutral
3604821,,neutral
13018098,,neutral
9996604,,neutral
6011295,,neutral
14941122,,neutral
12927345,,neutral
14790633,,neutral
13151653,,neutral
1330885,,neutral
10544558,14.660988960586355,negative
15264967,,neutral
7233650,,neutral
7322592,,neutral
SC681098,,neutral
10874605,,neutral
7900164,,neutral
12737599,,neutral
11651019,,neutral
4768893,,neutral
13787598,,neutral
12623021,,neutral
5954957,,neutral
3298022,,neutral
2588029,,neutral
14883075,13.783375771821959,negative
11361679,,neutral
SC597633,,neutral
14855841,,neutral
1730535,,neutral
13561874,,neutral
10866897,16.213870401945382,positive
5289074,,neutral
7913134,,neutral
14757921,,neutral
10272867,,neutral
12051475,,neutral
15568709,,neutral
13026410,,neutral
13146254,,neutral
11554942,,neutral
14992833,,neutral
15753554,,neutral
14749612,,neutral
13014184,,neutral
12778848,,neutral
SC614848,,neutral
SC803731,,neutral
15515472,,neutral
SC807194,,neutral
3024623,,neutral
7668197,,neutral
13327630,,neutral
15729312,,neutral
14025511,,neutral
14094078,,neutral
8389150,,neutral
11025068,,neutral
4782018,,neutral
14799755,59.07898448845074,positive
7893945,,neutral
7211006,,neutral
13203158,,neutral
14244655,,neutral
10179915,,neutral
14153356,,neutral
11187448,,neutral
3073632,,neutral
12442381,,neutral
15052781,,neutral
15742823,,neutral
8722171,13.56713650085222,neutral
SC741874,,neutral
12488780,,neutral
11189926,,neutral
10595061,,neutral
11604247,,neutral
15083415,,neutral
9317636,,neutral
13307230,,neutral
7030817,,neutral
9855189,13.630501836904617,neutral
5386885,13.20808447430667,neutral
15259477,,neutral
2545513,15.65154317171202,positive
11399123,,neutral
12350131,,neutral
8970364,,neutral
12784737,,neutral
8023242,,neutral
5925564,,neutral
8809045,,neutral
9894199,,neutral
14974288,,neutral
13762954,,neutral
11785422,,neutral
3262237,,neutral
8324112,,neutral
3388086,,neutral
12489607,,neutral
9075502,,neutral
14341440,,neutral
11353705,,neutral
SC658182,,neutral
907445,13.253792637865006,neutral
SC394352,,neutral
11912631,,neutral
14660342,,neutral
14387262,,neutral
11004219,,neutral
1675889,,neutral
SC130662,,neutral
14334853,,neutral
796463,,neutral
9168863,,neutral
8669244,,neutral
3417999,,neutral
14547881,,neutral
14354201,,neutral
10823231,,neutral
9709498,,neutral
NI618447,,neutral
5350464,,neutral
4918442,,neutral
3863848,,neutral
10522879,,neutral
14973013,,neutral
1829303,,neutral
10260662,,neutral
7641397,,neutral
14014785,,neutral
15191736,,neutral
11855437,,neutral
10669549,,neutral
1599495,,neutral
9440095,,neutral
11300382,,neutral
8728312,,neutral
5176546,,neutral
SC253684,,neutral
9573823,,neutral
11820834,,neutral
2114449,,neutral
10508513,,neutral
9215533,,neutral
6832002,,neutral
6829539,,neutral
15009666,,neutral
10684607,,neutral
5273005,,neutral
13436876,,neutral
12294908,,neutral
15699399,,neutral
15853164,,neutral
2697885,,neutral
1497442,,neutral
13667870,,neutral
8172351,17.015542703420103,positive
8162045,,neutral
14906337,,neutral
4970213,,neutral
11832509,,neutral
8321144,,neutral
7549964,,neutral
15084653,,neutral
12532749,24.266743151649976,positive
9442471,,neutral
14530458,,neutral
15165808,,neutral
12360975,,neutral
9584564,,neutral
15593152,24.832113851251414,positive
2868118,,neutral
8408799,,neutral
4671894,,neutral
4630760,,neutral
14719245,,neutral
7878357,,neutral
9421811,,neutral
12158075,,neutral
15799925,,neutral
15300213,,neutral
15991366,,neutral
11811385,,neutral
4273356,,neutral
9451996,,neutral
5262188,,neutral
5142317,16.516474800974272,positive
13361141,,neutral
11200899,,neutral
12930482,,neutral
3993386,,neutral
14548821,,neutral
3558047,,neutral
13232596,,neutral
14725690,,neutral
756884,,neutral
12127439,,neutral
8385133,,neutral
12169946,,neutral
3824110,49.88880205886123,positive
9315939,,positive
11555025,,neutral
13258781,,neutral
NI625766,,neutral
15392385,,neutral
SC238407,,neutral
3782406,,neutral
10113351,,neutral
12719096,,neutral
1746743,,neutral
15243660,,neutral
5140832,,neutral
16081082,,neutral
4581065,,neutral
13891697,24.745015318100805,positive
11199085,,neutral
14488732,,neutral
12494699,,neutral
15296962,,neutral
13213218,,neutral
15707727,,neutral
13737689,,positive
13641417,,neutral
2315919,,neutral
3945291,,neutral
9750620,,neutral
4516288,,neutral
15471286,,neutral
8512212,14.479825316578186,positive
10671765,,neutral
15943163,,neutral
4563648,,neutral
14282643,,neutral
4522558,,neutral
14715990,37.02161192659234,positive
6774289,,neutral
8496360,19.531693638556668,neutral
10197282,,neutral
9219397,,neutral
SC414344,,neutral
13168112,,neutral
6758387,,neutral
15719649,,neutral
2617573,,neutral
5104522,,neutral
5772282,,neutral
14237126,,neutral
12544692,,neutral
9108005,,neutral
SC539648,,neutral
6565038,,neutral
11286294,,neutral
12313896,,neutral
5364721,,neutral
11678623,,neutral
10957797,,neutral
12648095,,neutral
11810665,,neutral
9812117,,neutral
12868297,,neutral
4083571,,neutral
7584162,,neutral
6018553,,neutral
14272881,,neutral
11449637,,neutral
7314678,,neutral
4860220,,neutral
9357972,,neutral
12036065,,neutral
15731299,,neutral
1828560,,neutral
13504592,,neutral
8235248,,neutral
16147717,,neutral
11030202,,neutral
SC240580,,neutral
5097495,,neutral
15801736,,neutral
13048691,,neutral
10731137,,neutral
13911116,,neutral
10492808,,neutral
6145057,,neutral
SC750598,,neutral
11352631,,neutral
4728238,,neutral
14272199,,neutral
9351134,,neutral
SC608100,,neutral
SC713602,,neutral
11533743,,neutral
16629100,,neutral
14156773,,neutral
11663459,,neutral
3943217,,neutral
7696498,,neutral
4442887,,neutral
SC594196,,neutral
5415850,,neutral
15897171,,neutral
12087922,,neutral
3576950,,neutral
7635019,,neutral
8107718,,neutral
10051197,,neutral
1797068,,neutral
11331056,,neutral
6601597,,neutral
6514794,13.67392350484124,neutral
4244268,,neutral
13652690,,neutral
956969,,neutral
2504778,,neutral
15308933,,neutral
269236,,neutral
12609622,,neutral
13306964,24.443486003012598,positive
9583649,,neutral
SC598790,,neutral
10223363,,neutral
2497370,,neutral
1717645,,neutral
13871439,24.733463808725844,positive
6064183,,neutral
14956391,,neutral
8504548,,neutral
9518964,,neutral
SC483958,,neutral
9434838,,neutral
15468177,,neutral
12098511,,neutral
14833248,,neutral
12492800,,neutral
6974615,,neutral
SC215208,,neutral
11915313,,neutral
SC817738,,neutral
11181996,,neutral
3039068,,neutral
5528797,,neutral
11383333,,neutral
SC382322,,neutral
7154280,,neutral
15651768,,neutral
12319285,,neutral
12307835,,neutral
5978349,,neutral
9079610,,neutral
2745514,,neutral
10676431,,neutral
13551368,49.137218720262986,neutral
116591,,neutral
15100008,,neutral
6767151,,neutral
10022959,,neutral
7157584,,neutral
7551119,,neutral
2455014,,neutral
15703183,,neutral
12685761,,neutral
15102826,,neutral
15847693,15.7097822352423,positive
SC559779,,neutral
SC028226,,neutral
13919613,,neutral
9811087,,neutral
6550744,,neutral
10018255,,neutral
14795262,,neutral
11475165,,neutral
9420242,,neutral
6855621,,neutral
6584076,,neutral
11628031,,neutral
NI706587,,neutral
10896364,,neutral
984779,,neutral
5453472,,neutral
SC519995,,neutral
6519169,,neutral
10063338,,neutral
3014755,,neutral
14124510,,neutral
13724984,,neutral
10187414,,neutral
15226660,,neutral
4562443,,neutral
10964507,,positive
11393097,,neutral
15263788,,neutral
14297368,,neutral
12209961,,neutral
15290277,,neutral
6156154,,neutral
12600400,,neutral
6942426,,neutral
9624366,,neutral
4105288,,neutral
12483562,,neutral
3114527,,neutral
10151612,,neutral
11104905,,neutral
SC257278,,neutral
14837824,,neutral
15268420,,neutral
4010611,,neutral
7372031,,neutral
5021140,,neutral
15543352,,neutral
12393831,,neutral
6185487,,neutral
12693446,,neutral
3259074,,neutral
16038169,,neutral
977880,,neutral
12307651,,neutral
3821129,,neutral
14702952,,neutral
11061913,,neutral
6173974,14.411325003528471,positive
12358395,,neutral
15302389,,neutral
10306882,,neutral
15369223,,neutral
11407663,,neutral
8579068,,neutral
14239219,,neutral
8016691,,neutral
14671432,,neutral
13229341,,neutral
9053427,14.1944610953406,positive
12273299,,neutral
7303589,,neutral
11559098,,neutral
12180987,,neutral
4714586,,neutral
12621919,,neutral
1621017,,neutral
6863215,,neutral
12047926,,neutral
SC594035,,neutral
9374813,,neutral
10346990,,neutral
9166028,,neutral
14728489,,neutral
11730918,,neutral
11433152,,neutral
2309957,,neutral
2204507,,neutral
8774635,,neutral
3102994,13.37245967088089,neutral
13045250,,neutral
3475778,,neutral
SC677082,,neutral
10982496,,neutral
10490798,,neutral
14337876,,neutral
5573773,,neutral
15695242,,neutral
8635294,,neutral
10693901,,neutral
12192364,,neutral
NI675500,,neutral
14283156,,neutral
13319553,,neutral
7887917,,neutral
10462074,24.869203257321942,positive
14759897,,neutral
15316080,,neutral
1566625,,neutral
10509606,,neutral
10859242,,neutral
SC175689,,neutral
7542757,,neutral
8057330,35.327388307817294,negative
9338571,,neutral
970990,,neutral
5596299,,neutral
SC517778,,neutral
9071573,,neutral
12895636,,neutral
12532323,,neutral
SC706558,,neutral
15769470,,neutral
11683679,15.706149251073686,positive
11601611,,neutral
8868472,,neutral
15491651,,neutral
12758457,,neutral
12650546,,neutral
SC817085,,neutral
11393082,,neutral
1114778,,neutral
10787414,,neutral
4714730,,neutral
347453,16.270703977981054,positive
11446322,,neutral
7870008,,neutral
7808246,,neutral
14592556,,neutral
6296294,,neutral
5083307,,neutral
10822139,,neutral
14908834,,neutral
7164212,,neutral
7623194,,neutral
1521506,,neutral
15414191,,neutral
9891841,,neutral
7872658,,neutral
15838494,,neutral
10830941,,neutral
12748723,,neutral
13654124,66.10330871782932,positive
12975454,,neutral
15588010,,neutral
13776484,,neutral
11583773,,neutral
10114874,,neutral
15721942,,neutral
4455319,,neutral
8255067,,neutral
9246470,,neutral
10042140,,neutral
15682253,,neutral
15576210,,neutral
6656855,,neutral
13644615,,neutral
10685942,,neutral
12229822,,neutral
13877571,,neutral
6917791,,neutral
12848199,,neutral
5711076,,neutral
13589246,,neutral
1950999,,neutral
13663369,,neutral
6873377,,neutral
1122909,,neutral
13501669,,neutral
11532684,,neutral
9105523,,neutral
SC762270,,neutral
15331024,,neutral
6716947,,neutral
9529481,,neutral
10498478,,neutral
12879321,,neutral
12760492,,neutral
3355010,,neutral
12272800,,neutral
7480206,,neutral
14117137,,neutral
14707942,,neutral
6122343,,neutral
12830586,,neutral
6155472,,neutral
7695854,,neutral
7209433,19.585816126576606,positive
9200247,,neutral
8304877,,neutral
10468929,,neutral
15249745,,neutral
12812230,,neutral
12004787,14.661037636194582,positive
2402185,,neutral
13573028,,neutral
7698116,,neutral
11111405,,neutral
10515657,,neutral
16083919,,neutral
10728536,,neutral
4964096,,neutral
5576616,,neutral
6800880,,neutral
10283526,,neutral
SC445601,,neutral
15502025,,neutral
9725086,,positive
8779944,,neutral
14788134,,neutral
15676974,,neutral
11429831,,neutral
9211460,,neutral
11594272,,neutral
687547,,neutral
14372777,17.92142890273416,positive
13700717,,neutral
14256100,,neutral
10934692,,neutral
13973287,,neutral
6618272,,neutral
5156524,,neutral
2569763,,neutral
11483485,,neutral
8475650,,neutral
SC132827,,neutral
10153870,,neutral
3200504,,neutral
8036193,,neutral
2160675,,neutral
10990668,,neutral
9045404,,neutral
14993676,,neutral
7789344,,neutral
5324101,,neutral
1471227,,neutral
10906542,,neutral
6105009,,neutral
14854672,,neutral
13643413,,neutral
1720636,,neutral
9903916,,neutral
