CompanyNumber,final_news_score,sentiment_direction
12023272,,neutral
15905175,,neutral
13360342,,neutral
6535271,,neutral
10020833,,neutral
3226885,,neutral
4463007,,neutral
11159253,,neutral
10987260,,neutral
11599325,,neutral
6722594,,neutral
10159487,30.02976561628826,positive
8796852,,neutral
1308508,,neutral
8438808,,neutral
6729457,,neutral
1811556,,neutral
15491314,,neutral
12911209,,neutral
SC291810,13.716681172296935,neutral
12372275,,neutral
9366615,,neutral
SC808859,15.345236069126845,positive
14237264,,neutral
15843728,,neutral
1325473,,neutral
7659279,,neutral
12392974,,neutral
11503293,,neutral
4651403,,neutral
15180687,,neutral
5103526,,neutral
11367353,,neutral
1285293,,neutral
5516564,,neutral
13560373,,neutral
7975336,,neutral
14707202,,neutral
1604821,,neutral
3346562,,neutral
SC419792,,neutral
NI614526,,neutral
11753426,,neutral
15802656,,neutral
10130336,,neutral
3683036,,neutral
2222141,,neutral
5888634,,neutral
SC282624,,neutral
9483764,,neutral
11557018,,neutral
11537563,,neutral
8605674,,neutral
11126047,,neutral
6585095,,neutral
SC585080,,neutral
14494746,,neutral
2892235,,neutral
4532509,,neutral
7286490,,neutral
12540650,,neutral
4813788,,neutral
5373803,,neutral
15417174,,neutral
7764442,,neutral
4195237,,neutral
2657950,,neutral
10511707,,neutral
15303537,13.840910848388766,negative
15413892,,neutral
13466218,,neutral
11085923,,neutral
8470141,,neutral
6208250,,neutral
296492,,neutral
11048455,,neutral
11648051,,neutral
15607750,,neutral
13980063,,neutral
11541736,,neutral
6170882,,neutral
15429426,,neutral
11486087,,neutral
15791423,,neutral
12257262,,neutral
15511688,,neutral
9238508,,neutral
2834975,,neutral
SC701046,,neutral
12299095,,neutral
4063338,,neutral
3126766,,neutral
13916850,,neutral
13842421,,neutral
3168091,,neutral
10633245,,neutral
14838201,,neutral
8892325,,neutral
12654317,,neutral
12688251,,neutral
14537582,,neutral
9913630,,neutral
10913161,,neutral
16010585,,neutral
15647998,,neutral
13283209,14.765353026360165,positive
3234839,,neutral
SC793204,,neutral
5191467,52.49731367597028,neutral
9017344,,neutral
5895832,,neutral
4717272,,neutral
13858649,,neutral
13474272,,neutral
SC605696,,neutral
12195179,,neutral
8569754,,neutral
11505632,,neutral
9206472,,neutral
SC601595,,neutral
2793000,,neutral
16167861,,neutral
13454918,,neutral
SC306697,,neutral
4338776,,neutral
6263578,,neutral
3578270,,neutral
2270253,,neutral
9458848,,neutral
SC768007,,neutral
12296099,,neutral
SC468821,,neutral
13553103,,neutral
NI616403,,neutral
14234268,,neutral
13782402,,neutral
SC766023,,neutral
4733544,,neutral
3481728,,neutral
12713564,,neutral
12020705,,neutral
7996679,,neutral
12468334,,neutral
12682355,,neutral
NI058394,,neutral
13510396,,neutral
SC519106,,neutral
15015888,,neutral
15734802,,neutral
15045284,,neutral
12746222,,neutral
8184585,,positive
14583481,,neutral
15417218,,neutral
13014199,,neutral
9590048,,neutral
5273762,,neutral
13486218,,neutral
SC399982,,neutral
15249139,,neutral
11004309,,neutral
7723333,19.22782669237305,positive
15351399,,neutral
7764920,,neutral
4694354,,neutral
7889300,,neutral
4158156,,neutral
1055220,,neutral
5052573,,neutral
14722215,,neutral
6752706,,neutral
15763582,,neutral
6505400,,neutral
12041080,,neutral
11485954,,neutral
SC565766,,neutral
SC683648,,neutral
8824411,,neutral
12783204,,neutral
15600721,,neutral
SC158619,,neutral
12722308,,neutral
8280099,,neutral
14842503,,neutral
13123837,,neutral
4458440,,neutral
11875236,,neutral
7973017,,neutral
10218250,,neutral
12668954,,neutral
SC581703,,neutral
SC503675,,neutral
15352358,,neutral
15640895,,neutral
3651817,,neutral
14748061,,neutral
NI695013,,neutral
8169873,,neutral
15587054,,neutral
13096703,,neutral
14482079,,neutral
11240117,,neutral
15214092,,neutral
12891037,,neutral
SC806804,,neutral
15347439,,neutral
15901464,,neutral
14536279,,neutral
10830737,,neutral
14430352,,neutral
517581,,neutral
8240405,,neutral
3801566,,neutral
7248821,,neutral
14438477,,neutral
12326119,,neutral
10691665,,neutral
11722044,,neutral
15387672,,neutral
6479314,,neutral
6860376,,neutral
12986530,,neutral
1189956,,neutral
12850957,,neutral
11138892,,neutral
14477610,,neutral
10025880,,neutral
13854434,,neutral
8856787,,neutral
8359041,,neutral
15741600,,neutral
9948370,,neutral
14938619,,neutral
7975305,,neutral
14384670,,neutral
11872391,,neutral
1536888,,neutral
1631329,,neutral
11993335,,neutral
5127824,,neutral
9879139,,neutral
15046269,,neutral
15838376,,neutral
4017360,,neutral
14564429,,neutral
5975676,,neutral
SC683710,,neutral
6446820,,neutral
13007899,,neutral
10857614,,neutral
10698301,,neutral
14042915,,neutral
10016935,,neutral
13322946,,neutral
14639820,,positive
11767794,,neutral
10187592,,neutral
SC089716,,neutral
10377719,,neutral
14456782,15.963602648455048,positive
14795354,,neutral
7110950,,neutral
5076026,,neutral
4966832,,neutral
5802046,,neutral
15754608,,neutral
13756412,,neutral
10337861,,neutral
11069829,,neutral
3864740,,neutral
10104952,,neutral
6818823,,neutral
10675214,,neutral
844356,,neutral
12941613,,neutral
4925334,,neutral
14681492,,neutral
SC628533,,neutral
13969872,,neutral
11582013,,neutral
9433717,,neutral
13558946,,neutral
10865457,,neutral
7302434,,neutral
12193748,13.280119094511493,positive
14686399,,neutral
15571279,,neutral
4078689,,neutral
15948638,,neutral
14792006,,neutral
11938635,,neutral
7922128,15.792606509412861,positive
13668408,33.56591201009227,negative
8620970,,neutral
15437560,,neutral
6561744,,neutral
12998915,,neutral
13968599,15.265030374864287,neutral
12381593,,neutral
15831048,,neutral
10093733,15.477105441814727,negative
15616048,,neutral
8357552,,neutral
10520308,,neutral
12473713,,neutral
14506492,,neutral
14605563,,neutral
13424889,,neutral
11798405,,neutral
8402281,,neutral
14848773,,neutral
12505478,,neutral
13370542,,neutral
727317,,neutral
11881177,,neutral
8169978,,neutral
9546264,,neutral
14700382,,neutral
8937288,,neutral
8045997,,neutral
12407127,,neutral
188101,,neutral
3459782,,neutral
2242927,,neutral
4702302,,neutral
3547527,,neutral
11862431,,neutral
7580257,,neutral
9287546,,neutral
2236443,,neutral
4386634,,neutral
4788109,,neutral
15107256,,neutral
12826254,,neutral
9941586,,neutral
12326996,,neutral
12572334,,neutral
15352991,,neutral
13956244,14.350272579313463,negative
9834626,,neutral
12967361,,neutral
14736513,,neutral
7898587,,neutral
7334148,,neutral
10714274,,neutral
13910729,,neutral
13183152,,neutral
2261151,,neutral
15877910,,neutral
11972169,,neutral
8815141,,neutral
12882270,,neutral
15713846,,neutral
SC357734,,neutral
12636365,,neutral
13473072,,neutral
9581512,,neutral
12090706,,neutral
11925802,,neutral
15339855,,neutral
6483598,,neutral
15691351,,neutral
6150235,,neutral
12400720,,neutral
16101425,,neutral
14048805,,neutral
14728182,,neutral
9563141,,neutral
6993567,,neutral
11611455,,neutral
2117682,17.15956263226803,positive
SC612568,,neutral
SC772489,,neutral
12290835,,neutral
7891014,,neutral
14947116,,neutral
8675572,,neutral
10712735,,neutral
6352788,,neutral
11936380,,neutral
494174,,neutral
7843849,,neutral
3862473,,neutral
11949348,,neutral
7590976,,neutral
4211963,12.58349118203367,negative
11323095,,neutral
5116430,,neutral
4331233,,neutral
10427835,,neutral
7147676,,neutral
SC649514,,neutral
10748543,15.485706120855408,positive
6763872,,neutral
7870968,,neutral
10827259,15.414026646933245,positive
15930233,,neutral
15891800,,neutral
259441,,neutral
7846759,,neutral
5376046,,neutral
4072633,,neutral
13282988,,neutral
14460978,,neutral
13853031,,neutral
10397084,11.876148811465912,neutral
4816329,,neutral
15710386,,neutral
14221624,,neutral
10898457,,neutral
10063363,,negative
9390407,,neutral
11490513,,neutral
3446070,,neutral
11126442,,neutral
SC562348,,neutral
15235873,,neutral
6386895,,neutral
7596446,,neutral
7753036,,neutral
3425211,,neutral
8776136,,neutral
10816968,,neutral
9153021,,neutral
11828002,,neutral
SC411169,,neutral
NI004604,,neutral
13551321,,neutral
14343269,,neutral
14310026,,neutral
13891990,18.77838025783176,negative
15044314,,neutral
11292796,,neutral
11952884,,neutral
15489197,,neutral
875873,,neutral
8187967,,neutral
15402629,,neutral
3183091,,neutral
1760502,,neutral
14387309,,neutral
14618079,29.059586615294016,positive
6244683,,neutral
13954351,,neutral
15015134,,neutral
8723647,,neutral
4288235,,neutral
8749311,,neutral
13387041,,neutral
12515665,,neutral
5537628,,neutral
7122830,,neutral
7024413,,neutral
SC795394,,neutral
13215179,,neutral
6458992,,neutral
15760258,,neutral
14256085,,neutral
8471599,,neutral
1101908,,neutral
13086028,,neutral
8999193,,neutral
15423587,,neutral
15742683,,neutral
3336470,,neutral
13671387,,neutral
9065667,,neutral
14622844,,neutral
6229178,,neutral
5257609,,neutral
10112020,13.207779467599225,positive
5612381,,neutral
13120498,,neutral
10671993,,neutral
15741660,,neutral
5703446,,neutral
9514102,,neutral
13560193,,neutral
14100606,,neutral
15136402,,neutral
12851983,,neutral
4986044,,neutral
13811907,,neutral
4326829,,neutral
11867399,,negative
14823275,,neutral
10773500,20.71529904736745,positive
SC743665,,neutral
7698091,,neutral
14169688,,neutral
12452092,,neutral
15632834,,neutral
6068429,,neutral
2523350,,neutral
5039650,,neutral
8479121,,neutral
12167884,,neutral
14635549,,neutral
5419904,,neutral
12434112,,neutral
13331973,,neutral
14328696,,neutral
10854038,,neutral
5105131,,neutral
14003039,,neutral
11893043,17.001647132989298,positive
8380006,,neutral
13054906,,neutral
14841576,,neutral
9898960,,neutral
12571525,,positive
14400478,,neutral
12113710,,neutral
11155845,,neutral
11220967,,neutral
13305519,,neutral
10984551,,neutral
SC552387,,neutral
12587794,,neutral
10068219,,neutral
11494393,,neutral
14246584,,neutral
15558077,,neutral
969846,,neutral
11356799,,neutral
12236299,,neutral
13554178,,neutral
9202477,,neutral
8512519,,neutral
9529568,,neutral
15291346,,neutral
6963127,,neutral
15200149,,neutral
11725010,,neutral
9289950,16.153639853805416,positive
12037053,,neutral
9773529,,neutral
2223522,,neutral
NI690332,,neutral
9577401,,neutral
4418314,20.883186852643334,positive
4131907,,neutral
14106493,17.16567460928674,positive
13239737,,neutral
8499149,,neutral
8771516,,neutral
15588205,,neutral
13460766,,neutral
10501928,,neutral
15690243,,neutral
SC765728,,neutral
7327368,,neutral
14667731,,neutral
15439187,,neutral
8614811,,neutral
SC095552,,neutral
10101954,,neutral
13352428,,neutral
11784181,,neutral
14148280,,neutral
14970118,,neutral
SC379719,,neutral
5082855,,neutral
14149955,,neutral
13635058,,neutral
12147425,,neutral
5737953,,neutral
11794332,,neutral
11306144,,neutral
6386956,,neutral
14630511,,neutral
9664627,,neutral
10200126,,neutral
4034082,,neutral
6690726,,neutral
10445303,,neutral
13870744,,neutral
12980405,,neutral
7202748,,neutral
10522964,,neutral
SC784144,,neutral
13325562,,neutral
14792616,,neutral
10445748,,neutral
12810928,,neutral
13814931,,neutral
9614059,,neutral
14196081,,neutral
14546568,,neutral
11964983,,neutral
6809762,12.546534776726963,positive
13797314,,neutral
13933831,,neutral
6646625,,neutral
15800114,,neutral
11395705,,neutral
15330028,,neutral
14586023,,neutral
13159530,,neutral
10396845,,neutral
1868223,,neutral
14194763,,neutral
8774098,,neutral
13733606,,neutral
8901416,,neutral
15896112,,neutral
12846377,,neutral
5331840,,neutral
14435756,,neutral
11794722,,neutral
14444499,,neutral
5449720,,neutral
4787989,,neutral
12385863,,neutral
14346922,,neutral
1946171,,neutral
7791014,,neutral
14602316,,neutral
11402449,,neutral
10766084,,positive
SC819382,,neutral
11611346,,neutral
14423515,,neutral
10473584,,neutral
14322052,,neutral
15975634,,neutral
12236161,,neutral
4405362,,neutral
6649845,,neutral
SC348466,,neutral
5872853,,neutral
8048279,,neutral
13780221,,neutral
14548246,,neutral
11379413,,neutral
6467166,,neutral
15669134,,neutral
8636078,,neutral
13511451,,neutral
12214489,,neutral
10380652,,positive
9332745,,neutral
11765228,,neutral
13771873,,neutral
11641671,,neutral
13721912,,neutral
8670520,,neutral
3054877,,neutral
15803722,,neutral
11784117,,neutral
8691553,,neutral
8689108,,neutral
8122646,20.691362991326248,negative
7771814,,neutral
10074534,,neutral
NI041754,,neutral
11294411,,neutral
13354857,,neutral
2722977,,neutral
13620522,,neutral
8100363,,neutral
15486683,,neutral
7267194,,neutral
13758103,,neutral
12034108,,neutral
10276342,,neutral
4236354,,neutral
13802651,,neutral
14979896,16.21937083850228,positive
16108748,,neutral
13153419,,neutral
11662140,,neutral
11393030,,neutral
10021008,,neutral
NI068401,,neutral
15201313,,neutral
9808261,,neutral
14982616,,neutral
11499691,,neutral
13178482,,neutral
10301917,,neutral
454303,,neutral
15163989,,neutral
11044950,,neutral
14509917,,neutral
2814298,34.48893000577922,negative
SC690950,,neutral
11251426,,neutral
4762410,,neutral
9640011,18.135085821966964,positive
2542142,,neutral
8597862,,neutral
SC562032,,neutral
11850723,,neutral
9790349,,neutral
13451867,,neutral
9290460,,neutral
10461835,,neutral
SC396055,,neutral
12550818,,neutral
11714145,,neutral
SC413171,,neutral
8368858,,neutral
15720797,,neutral
4363824,,neutral
11452569,,neutral
SC439926,,neutral
SC564943,,neutral
13345766,,neutral
7618718,,neutral
11890589,,neutral
11738261,,neutral
9193973,,neutral
10628156,,neutral
3115291,,neutral
8407267,,neutral
13190569,,neutral
13023995,,neutral
10491661,,neutral
8644304,,neutral
13623346,,neutral
6551092,,neutral
15416289,,neutral
11223515,,neutral
9858940,,neutral
3155252,,neutral
1814136,,neutral
13983676,,neutral
9367032,,neutral
10826666,,neutral
7336967,,neutral
10336437,,neutral
14812721,,neutral
14769140,,neutral
10746317,,neutral
5766613,,neutral
12194091,,neutral
12166404,,neutral
15432780,,neutral
7455434,,neutral
14924929,,neutral
13969000,,neutral
8589762,,neutral
15446246,,neutral
8341187,,neutral
7729710,,neutral
15722687,,neutral
13505216,,neutral
12225691,,neutral
15105838,,neutral
3082957,,neutral
5554887,,neutral
14164820,,neutral
10492164,,negative
3648415,,neutral
14817971,,neutral
7609080,,neutral
2624763,,neutral
7897496,,neutral
13205984,,neutral
12592502,,neutral
15879235,,neutral
14722102,,neutral
15492318,,neutral
15390134,,neutral
SC393230,,neutral
15311128,,neutral
4040775,,neutral
SC665473,,neutral
14706583,,neutral
7258416,,neutral
10127101,,neutral
14231112,,neutral
4255345,,neutral
10474209,,neutral
13971890,,neutral
14770275,,neutral
12743658,,neutral
9173101,,neutral
9236109,,neutral
14116166,,neutral
3859308,,neutral
7655788,,neutral
14114564,,neutral
14191260,,neutral
2377093,,neutral
9797856,,neutral
13607414,,neutral
6323326,,neutral
9802131,,neutral
1993889,,neutral
15304408,,neutral
2945571,,neutral
13115014,,neutral
13552399,,neutral
NI669903,,neutral
10978412,,neutral
4392523,,negative
SC221693,,neutral
14916247,,neutral
12866728,,neutral
14151544,,neutral
11976838,,neutral
8492563,,neutral
10109940,,neutral
10538542,,neutral
8771442,,neutral
4580941,,neutral
9415347,,neutral
SC634054,,neutral
12811609,,neutral
10663016,,neutral
10380529,,neutral
16187707,,neutral
13526550,,neutral
7989100,,neutral
10893664,,neutral
11919333,,neutral
12799200,,neutral
16524188,13.735119626190967,neutral
2679659,,neutral
11880919,,neutral
8108670,,neutral
14032947,,neutral
13056845,,neutral
9809149,,neutral
10594170,,neutral
10286142,,neutral
13489077,,neutral
6044244,,neutral
13449481,,neutral
10919221,,neutral
10536186,,neutral
15541341,,neutral
6310496,,neutral
14251760,13.376985003359911,neutral
7519046,,neutral
14879536,,neutral
15139530,,neutral
14737173,,neutral
9262594,,neutral
13994918,,neutral
NI680409,,neutral
11030367,,neutral
15471789,,neutral
9274234,,neutral
14552613,,neutral
13558381,,neutral
6893315,,neutral
13968285,,neutral
10624671,,neutral
13082568,,neutral
12073249,,neutral
9352222,,neutral
15118776,,neutral
12648798,,neutral
11050453,,neutral
NI015227,,neutral
10732490,,neutral
15882989,,neutral
3930761,,neutral
6927677,,neutral
NI662126,,neutral
4051237,,neutral
12210240,,neutral
11235028,,neutral
15325111,,neutral
4417021,60.97846562453608,positive
10673442,14.864880980640638,positive
10016626,,neutral
14963752,,neutral
SC035960,,neutral
14875548,,neutral
14562561,,neutral
623112,,neutral
14838142,,neutral
NI718242,,neutral
15179734,,neutral
7027315,,neutral
2359862,,neutral
1011431,,neutral
15576564,,neutral
13165497,,neutral
7821081,,neutral
14951285,,neutral
8366706,,neutral
15112566,,neutral
14799690,,neutral
636837,,neutral
11391782,,neutral
8877827,,neutral
SC035577,,neutral
SC536294,,neutral
2734034,,neutral
5087173,,neutral
15430402,,neutral
10363655,,neutral
12809940,,neutral
13142809,,neutral
14492286,,neutral
2923651,,neutral
10063120,,neutral
14478874,,neutral
13780567,,neutral
12311958,,neutral
368122,,neutral
3479011,,neutral
12525063,,neutral
12665369,,neutral
14871669,,neutral
13633231,,neutral
6001985,,neutral
6756892,,neutral
16041427,,neutral
6176147,,neutral
12625202,,neutral
8896123,,neutral
SC640405,,neutral
8394387,,neutral
15295220,,neutral
9824807,,neutral
13598689,,neutral
10804587,,neutral
11608936,17.71570619493062,positive
15387822,,neutral
15665800,,neutral
9914907,,neutral
248918,,neutral
7840815,,neutral
14510243,,neutral
6255518,,neutral
SC295026,,neutral
687238,,neutral
6685459,,neutral
3400661,,neutral
15539330,,neutral
14747384,,neutral
9893096,,neutral
9738466,,neutral
12370170,,neutral
12496048,,neutral
11410901,,neutral
4680051,16.17032344991779,positive
10792894,,neutral
13717790,,neutral
11156115,,neutral
SC557019,,neutral
821270,,neutral
13049701,,neutral
15230914,,neutral
4007633,,neutral
NI623982,,neutral
9730714,,neutral
13510349,,neutral
10550689,,neutral
5451238,,neutral
12990207,,neutral
13107968,,neutral
13446695,,neutral
3202087,,neutral
8510292,,neutral
6515180,,neutral
5382262,,neutral
688445,,neutral
14646804,,neutral
13759351,,positive
11462178,,neutral
8668440,,neutral
3193526,,neutral
11159269,,positive
15741446,,neutral
7871063,,neutral
13522168,,neutral
13910267,,neutral
3157659,,neutral
5213753,,neutral
2772651,,neutral
9706382,12.722813622016915,neutral
1991130,,neutral
11810513,,neutral
SC701091,,neutral
15085944,,neutral
11923800,,neutral
14867243,,neutral
13367569,,neutral
SC587191,,neutral
11451917,,neutral
12067971,,neutral
12829958,,neutral
11107049,,neutral
15400491,,neutral
9312742,,neutral
10438714,,neutral
5345637,,neutral
13673785,,neutral
11500105,,neutral
NI687300,,neutral
16799275,,neutral
1874098,,neutral
12321644,,neutral
8757326,,neutral
13785622,,neutral
14992673,,neutral
12214017,,neutral
13680865,,neutral
14926840,,neutral
1614990,,neutral
12308972,,neutral
14247156,,neutral
11439827,,neutral
9044650,,neutral
8659354,14.160938881517854,positive
5823488,,neutral
11902960,,neutral
10467082,,neutral
2590307,,neutral
15860250,,neutral
8207648,,neutral
13921605,,neutral
11311667,,neutral
11661251,,neutral
11227439,,neutral
6557732,,neutral
11385697,18.297214350484595,negative
7809732,,neutral
14732209,,neutral
3573206,,neutral
11245550,,neutral
12838954,,neutral
4663410,,neutral
13705095,,neutral
8182197,,neutral
13483591,,neutral
15506759,,neutral
SC357748,,neutral
11041636,,neutral
11901932,,neutral
15627223,,neutral
9641501,,positive
8226763,,neutral
11076906,46.85513676922373,neutral
5613310,,neutral
10742577,,neutral
15832611,,neutral
11460259,,neutral
8893697,,neutral
8362846,11.53061989807274,neutral
727607,,neutral
15984057,,neutral
13508736,,neutral
5379100,,neutral
13189315,,neutral
14868359,,neutral
11426970,,neutral
12505892,,neutral
11721513,,positive
10582322,,neutral
13309784,,neutral
6407295,,neutral
1250584,,neutral
6043364,,neutral
4018188,,neutral
9081676,,neutral
14291596,,neutral
15255041,28.28786179517295,negative
15943271,,neutral
8992115,,neutral
8419154,,neutral
14560223,30.919065367865255,positive
14337898,,neutral
13019732,,neutral
12500710,,neutral
15646756,,neutral
3964724,,neutral
3535731,,neutral
12672982,,neutral
12928775,,neutral
14706259,,neutral
SC707678,,neutral
11229125,,neutral
15093703,,neutral
15930318,17.82585112579288,positive
11251417,,positive
7696889,,neutral
7414094,,neutral
14907793,,neutral
13070895,,neutral
7882902,,positive
13688827,21.485593230480852,negative
NI617960,,neutral
12313106,,neutral
7489243,,neutral
9605905,,neutral
SC385290,,neutral
11142682,,neutral
12401938,,neutral
15804373,,neutral
11194393,,neutral
13826159,,neutral
NI645309,,neutral
15695678,,neutral
SC408719,,neutral
9201439,,neutral
10905024,,neutral
12887356,,neutral
8385529,,neutral
4888667,,neutral
SC418577,,neutral
15777595,,neutral
10271791,,neutral
13681091,,neutral
14206311,,neutral
12396696,,neutral
8957256,,neutral
4652646,,neutral
13158113,,neutral
11228760,,neutral
12445797,,neutral
15103358,,neutral
9853275,,neutral
SC689503,,neutral
15493017,,neutral
215311,,neutral
14278801,,neutral
12031316,18.23315743117799,positive
13053064,,neutral
12610322,,neutral
14615241,,neutral
6236822,,neutral
10802377,,neutral
14077672,13.339729886417732,positive
10321436,,neutral
7243734,,neutral
7398254,,neutral
13542672,,neutral
15276344,,neutral
4710953,,neutral
15884300,,neutral
6514355,,neutral
12465336,,neutral
9532448,,neutral
6873930,,neutral
4462660,,neutral
15878871,,neutral
14338649,,neutral
4676684,,neutral
7987704,,neutral
13018560,,neutral
1265027,,neutral
8373522,,neutral
9150161,,neutral
SC685898,,neutral
15123336,,neutral
1178145,,neutral
13405877,,neutral
10579056,,neutral
15417544,,neutral
14532689,,neutral
14547315,,neutral
15282887,,neutral
11527248,,positive
8400249,,neutral
7751014,,neutral
NI674489,,neutral
12548193,,neutral
SC496688,,neutral
SC770636,,neutral
13209400,,neutral
16014492,,neutral
15665156,,neutral
16232135,,neutral
1292183,,neutral
14490547,,neutral
11646233,,neutral
13334650,,neutral
12592754,,neutral
14449673,,neutral
5475667,,neutral
5001390,,neutral
14940553,,neutral
14531050,,neutral
12949432,,neutral
15518491,,neutral
SC695706,,neutral
15785865,,neutral
2028961,,neutral
7540237,,neutral
6850092,,neutral
8324437,17.234144854230294,positive
10640698,,neutral
12782484,,neutral
9962234,,neutral
11369036,,neutral
11160695,,neutral
11090621,,neutral
15220081,,neutral
12321605,,neutral
14671023,,neutral
9782393,,neutral
1300163,,neutral
15832694,,neutral
10714405,,neutral
9649432,,neutral
8902021,,neutral
12554486,,neutral
9767825,,neutral
7080718,,neutral
14121518,,neutral
4965066,,neutral
13316234,17.840784478437484,positive
13500241,,neutral
12165566,,neutral
7855009,,neutral
SC299862,,neutral
14432192,,neutral
7008338,,neutral
8844702,,neutral
11067400,,neutral
SC440479,,neutral
4929984,,neutral
15100089,,neutral
9400497,,neutral
8759547,,neutral
6649054,,neutral
14578378,,neutral
15030344,,neutral
706420,,neutral
12374510,,neutral
10238640,,neutral
9859417,12.844628778554535,neutral
12625936,,neutral
11192030,,neutral
2853384,50.642098378011056,positive
SC571757,,neutral
15638407,,neutral
11590841,,neutral
9699567,,neutral
15317886,,neutral
12424154,,neutral
NI605643,,neutral
15056367,,neutral
7687787,,neutral
15361621,,neutral
13471010,,neutral
15533172,,neutral
14590381,,neutral
1393364,,neutral
11489479,,neutral
11593808,,neutral
SC092365,,neutral
6657156,,neutral
3111007,,positive
15178915,,neutral
12682665,,neutral
9251827,,neutral
925925,,neutral
15292888,,neutral
14981839,,neutral
14903059,,neutral
13930086,,neutral
11541892,,neutral
9254743,,neutral
14182628,,neutral
14875660,,neutral
8621259,13.275948439140127,positive
12249374,,neutral
13483388,,neutral
10052179,,neutral
11069612,,neutral
8614101,,neutral
13583418,,neutral
6060278,,neutral
9680161,,neutral
14260431,,neutral
9183911,,neutral
11166019,,neutral
12293734,,positive
12426645,,neutral
3300866,,neutral
10122954,,neutral
11118150,,neutral
12564641,,neutral
4226300,,neutral
11168111,,neutral
15988618,,neutral
926524,,neutral
14971779,,neutral
11873859,,neutral
7705692,,neutral
5069292,,neutral
10177474,,neutral
10463982,,neutral
13659429,,neutral
11623561,,neutral
NI697663,,neutral
15301514,,neutral
11176052,,neutral
13700048,,neutral
7072221,,neutral
13266797,,neutral
11493312,,neutral
NI630039,,neutral
6990745,,neutral
6496042,,neutral
SC417316,,neutral
SC372532,,neutral
6956940,,neutral
15199869,,neutral
8177606,,neutral
15827404,,neutral
13243916,,neutral
11170665,,neutral
11529696,,neutral
13880501,,neutral
NI051641,,neutral
8524458,,neutral
13483530,,neutral
SC754806,,neutral
9034204,,neutral
14413581,,neutral
9375676,,neutral
14992850,,neutral
13985246,,neutral
15778062,,neutral
11629067,,neutral
5651427,,neutral
14427211,,neutral
15857059,,neutral
558020,,neutral
14644972,,neutral
15671187,,neutral
12761687,,neutral
8009353,,neutral
11189153,,neutral
6165701,,neutral
6436924,,neutral
13901905,,neutral
5661423,,neutral
15304495,,neutral
2530765,,neutral
12048741,,neutral
9300755,,neutral
9953946,,neutral
15333201,,neutral
12250502,,neutral
14558446,,neutral
10728880,,neutral
NI661771,,neutral
12847858,19.52648492416581,positive
13536493,,neutral
11069478,,neutral
11386168,,neutral
922650,,neutral
15106379,,neutral
9882177,,neutral
13635686,,neutral
11681367,14.09646637636192,negative
NI617791,,neutral
7804086,,neutral
14038075,,neutral
SC421410,,neutral
16093509,,neutral
4139110,,neutral
14678759,,neutral
15152197,,neutral
15096179,,neutral
9200881,,neutral
14145435,,neutral
12350958,,neutral
10236594,,neutral
NI602792,,neutral
14391280,,neutral
12562594,,neutral
11523927,,neutral
11831584,,neutral
10925620,,neutral
15967084,,neutral
15778075,,neutral
8043739,,neutral
13679076,,neutral
8210954,,neutral
12970816,,neutral
9424811,,neutral
13587043,,neutral
7505218,,neutral
10312054,,neutral
11314390,,neutral
3663073,,neutral
13772763,,neutral
3884127,,neutral
6577526,,neutral
14420085,,neutral
14905096,,neutral
8483222,,neutral
1553664,,neutral
3599431,,neutral
15817971,,neutral
4315957,,neutral
15324778,,neutral
13855708,,neutral
6761641,,neutral
5899954,,neutral
15739082,,neutral
876696,,neutral
11755315,,neutral
12955124,,neutral
11749803,,neutral
14809777,,neutral
7017464,,neutral
9766485,,neutral
12602505,,neutral
4547598,,neutral
9349313,,neutral
12431912,,neutral
13696032,15.432331611557757,positive
15345803,,neutral
13281491,,neutral
3514654,,neutral
14624982,,neutral
12850877,,neutral
7763598,,neutral
9674922,,neutral
SC790432,,neutral
SC717903,,neutral
13643529,,neutral
15608363,,neutral
14776373,,neutral
5103785,,neutral
9533980,,neutral
6722540,,neutral
9129875,,neutral
10467802,,neutral
13914565,,neutral
11833631,,neutral
SC382669,,neutral
12071463,,neutral
7772799,,neutral
12192632,,neutral
11688665,,neutral
9911675,,neutral
8806436,,neutral
15640015,,neutral
10036872,,neutral
11303389,,neutral
15900391,,neutral
11558119,,neutral
12541591,,neutral
7250876,,neutral
8217876,,neutral
15345504,,neutral
15121713,,neutral
9023182,,neutral
14666841,,neutral
7990798,,neutral
10874678,,neutral
12135184,,neutral
2914346,,neutral
8623781,,neutral
7246135,,neutral
520241,51.93247814281734,neutral
3919165,,neutral
12426766,,neutral
SC644433,,neutral
15192514,,neutral
1989746,,neutral
11733787,,neutral
NI621500,,neutral
13980673,,neutral
10892617,,neutral
12644252,,neutral
7854284,,neutral
15724984,,neutral
8073734,,neutral
10959272,,neutral
3263934,,neutral
7866940,,neutral
12567806,,neutral
5587971,,neutral
14441978,,neutral
10987667,,neutral
SC580469,,neutral
10970045,,neutral
15953765,,neutral
14587366,,neutral
11096549,,neutral
14245288,,neutral
15371690,,neutral
13483400,,neutral
8593471,,neutral
15314849,,neutral
13228520,,neutral
8991340,,neutral
6174457,,neutral
6775994,,neutral
9441902,,neutral
10171498,,neutral
14690960,,neutral
3827758,,neutral
7304115,,neutral
13510123,,neutral
13617754,,neutral
10546232,,neutral
10828125,,neutral
15772977,,neutral
11137390,,neutral
8711333,,neutral
